opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,account_missing,is_closed,sales_cycle_days
ZWAJWK40,Violet Mclelland,MG Special,Vehement Capital Partners,Won,2017-03-09,2017-06-22,48,FALSE,TRUE,105
WQ0C723A,Zane Levy,GTX Plus Pro,Kan-code,Won,2017-03-09,2017-05-18,5215,FALSE,TRUE,70
396WP6JS,Anna Snelling,MG Special,Gogozoom,Won,2017-03-10,2017-03-19,58,FALSE,TRUE,9
57689GK9,Cecily Lampkin,MG Advanced,Finhigh,Won,2017-03-10,2017-03-20,3587,FALSE,TRUE,10
S2WDGIHL,Cecily Lampkin,MG Advanced,Warephase,Won,2017-03-10,2017-05-29,2915,FALSE,TRUE,80
8VG88HMH,Daniell Hammack,GTX Pro,Konex,Won,2017-03-10,2017-06-28,4762,FALSE,TRUE,110
TF7HCU69,Garret Kinder,GTX Plus Basic,Gekko & Co,Won,2017-03-10,2017-06-12,1062,FALSE,TRUE,94
X7M4GO0J,Violet Mclelland,GTX Plus Basic,Zencorporation,Won,2017-03-10,2017-06-28,1074,FALSE,TRUE,110
0YN6EALP,Anna Snelling,MG Special,Scottech,Won,2017-03-11,2017-03-17,57,FALSE,TRUE,6
A4LUP6W6,Cassey Cress,GTX Basic,Zotware,Won,2017-03-11,2017-05-22,586,FALSE,TRUE,72
KUK2H5MD,Cecily Lampkin,GTX Plus Basic,Rundofase,Won,2017-03-11,2017-06-13,1184,FALSE,TRUE,94
UI1UION3,James Ascencio,GTX Basic,J-Texon,Won,2017-03-11,2017-06-10,526,FALSE,TRUE,91
ZPX96Q40,James Ascencio,GTX Plus Pro,Condax,Won,2017-03-11,2017-06-12,5344,FALSE,TRUE,93
I0CYLPNE,James Ascencio,GTX Pro,Konex,Won,2017-03-11,2017-05-22,4125,FALSE,TRUE,72
FGH181PC,Kami Bicknell,GTX Basic,Dalttechnology,Won,2017-03-11,2017-06-06,528,FALSE,TRUE,87
8OBC9CQE,Kami Bicknell,MG Advanced,Singletechno,Won,2017-03-11,2017-03-26,3254,FALSE,TRUE,15
2Y84YR3K,Kary Hendrixson,GTX Basic,J-Texon,Won,2017-03-11,2017-05-24,516,FALSE,TRUE,74
97QHOOWD,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-03-11,2017-03-27,538,FALSE,TRUE,16
YL7XWUYO,Lajuana Vencill,GTX Basic,Codehow,Won,2017-03-11,2017-06-17,459,FALSE,TRUE,98
Q949MQ5W,Maureen Marcano,GTX Pro,Sunnamplex,Won,2017-03-11,2017-05-22,5137,FALSE,TRUE,72
HZU0L5GS,Moses Frase,MG Advanced,Konmatfix,Won,2017-03-11,2017-06-04,3330,FALSE,TRUE,85
8RF8XVYF,Versie Hillebrand,GTX Basic,Conecom,Won,2017-03-11,2017-05-10,589,FALSE,TRUE,60
ZILYYA1V,Vicki Laflamme,MG Special,Goodsilron,Won,2017-03-11,2017-03-30,45,FALSE,TRUE,19
WBJX6O2D,Cassey Cress,GTX Plus Pro,Opentech,Won,2017-03-12,2017-06-11,5664,FALSE,TRUE,91
T14K7M5G,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-03-12,2017-06-11,1074,FALSE,TRUE,91
HG07756D,Elease Gluck,GTX Basic,Finjob,Won,2017-03-12,2017-03-31,481,FALSE,TRUE,19
E7YSM99K,Elease Gluck,GTX Plus Basic,Labdrill,Won,2017-03-12,2017-06-02,1101,FALSE,TRUE,82
4D1FP59D,Gladys Colclough,GTX Basic,Warephase,Won,2017-03-12,2017-06-23,522,FALSE,TRUE,103
TK29F68V,Hayden Neloms,MG Special,Y-corporation,Won,2017-03-12,2017-06-13,49,FALSE,TRUE,93
N3H82NHO,Kami Bicknell,GTX Pro,Newex,Won,2017-03-12,2017-06-02,4865,FALSE,TRUE,82
GTANESSU,Lajuana Vencill,GTX Plus Basic,Isdom,Won,2017-03-12,2017-05-22,991,FALSE,TRUE,71
LA0O6BHX,Lajuana Vencill,GTX Plus Pro,Dontechi,Won,2017-03-12,2017-05-27,4509,FALSE,TRUE,76
RRKQ0P07,Markita Hansen,GTX Pro,Nam-zim,Won,2017-03-12,2017-05-03,5169,FALSE,TRUE,52
J4V3VKQ5,Maureen Marcano,GTX Basic,Sonron,Won,2017-03-12,2017-03-27,491,FALSE,TRUE,15
17U8549G,Maureen Marcano,GTX Pro,Labdrill,Won,2017-03-12,2017-06-15,4281,FALSE,TRUE,95
Y34MVXP3,Rosie Papadopoulos,MG Advanced,Kinnamplus,Won,2017-03-12,2017-06-27,3443,FALSE,TRUE,107
N8G3G1UF,Versie Hillebrand,MG Special,Gogozoom,Won,2017-03-12,2017-05-29,60,FALSE,TRUE,78
SDXZB8MC,Versie Hillebrand,MG Special,Hottechi,Won,2017-03-12,2017-06-20,53,FALSE,TRUE,100
PFUE2JYB,Vicki Laflamme,MG Special,Finjob,Won,2017-03-12,2017-05-26,56,FALSE,TRUE,75
4A8SFEJ2,Zane Levy,GTX Basic,Scotfind,Won,2017-03-12,2017-03-17,665,FALSE,TRUE,5
HEG8WPQF,Anna Snelling,GTX Plus Basic,Inity,Won,2017-03-13,2017-05-09,1140,FALSE,TRUE,57
0FST40LV,Anna Snelling,MG Special,Streethex,Won,2017-03-13,2017-05-25,52,FALSE,TRUE,73
I7WERQ6B,Anna Snelling,MG Special,Warephase,Won,2017-03-13,2017-06-08,52,FALSE,TRUE,87
V0EIMVES,Cecily Lampkin,GTX Plus Pro,Konmatfix,Won,2017-03-13,2017-05-13,5121,FALSE,TRUE,61
DL4SZAGH,Cecily Lampkin,MG Advanced,Rundofase,Won,2017-03-13,2017-03-31,3611,FALSE,TRUE,18
RVIU1YQ8,Corliss Cosme,MG Special,Massive Dynamic,Won,2017-03-13,2017-03-24,50,FALSE,TRUE,11
ZNSWDHTJ,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-03-13,2017-05-15,618,FALSE,TRUE,63
A2G8VYZY,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Won,2017-03-13,2017-03-17,1247,FALSE,TRUE,4
Y9B94N72,Garret Kinder,MG Special,Donware,Won,2017-03-13,2017-05-03,55,FALSE,TRUE,51
34MBPHRL,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-03-13,2017-06-17,1157,FALSE,TRUE,96
K73K8IQ3,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-03-13,2017-05-22,537,FALSE,TRUE,70
8L5WBK75,Kary Hendrixson,GTX Pro,Dalttechnology,Won,2017-03-13,2017-03-30,4955,FALSE,TRUE,17
Z1RN8D42,Kary Hendrixson,GTX Pro,Singletechno,Won,2017-03-13,2017-06-02,5606,FALSE,TRUE,81
JV1NCDKP,Moses Frase,MG Special,Isdom,Won,2017-03-13,2017-05-11,57,FALSE,TRUE,59
ECCVMNUZ,Rosalina Dieter,MG Special,Sunnamplex,Won,2017-03-13,2017-05-20,66,FALSE,TRUE,68
A3GVFKYP,Zane Levy,GTX Pro,Dalttechnology,Won,2017-03-13,2017-06-27,5113,FALSE,TRUE,106
COTHR6F7,Zane Levy,GTX Pro,Sunnamplex,Won,2017-03-13,2017-05-22,4595,FALSE,TRUE,70
3OAEEV0S,Cassey Cress,MG Advanced,Gekko & Co,Won,2017-03-14,2017-03-21,3503,FALSE,TRUE,7
RTH5O6ZW,Cassey Cress,MG Advanced,Mathtouch,Won,2017-03-14,2017-06-13,3600,FALSE,TRUE,91
GH6U8WWN,Daniell Hammack,GTX Basic,Massive Dynamic,Won,2017-03-14,2017-03-19,425,FALSE,TRUE,5
GVNI96XB,Darcel Schlecht,GTX Pro,Dontechi,Won,2017-03-14,2017-06-20,4565,FALSE,TRUE,98
KC324LPK,Darcel Schlecht,GTX Pro,Ron-tech,Won,2017-03-14,2017-05-22,4754,FALSE,TRUE,69
2Y2R082L,Darcel Schlecht,MG Special,dambase,Won,2017-03-14,2017-05-06,62,FALSE,TRUE,53
HALGOQ5D,Donn Cantrell,GTX Pro,Betasoloin,Won,2017-03-14,2017-05-30,4688,FALSE,TRUE,77
1R38Y0C1,Elease Gluck,MG Advanced,Golddex,Won,2017-03-14,2017-03-20,3386,FALSE,TRUE,6
3QQW8VJ2,Garret Kinder,GTX Pro,Xx-zobam,Won,2017-03-14,2017-06-06,3869,FALSE,TRUE,84
8JS4BWQ7,Gladys Colclough,GTX Basic,Streethex,Won,2017-03-14,2017-03-24,615,FALSE,TRUE,10
78TOITP2,Gladys Colclough,MG Special,Finhigh,Won,2017-03-14,2017-05-18,55,FALSE,TRUE,65
YHNBSXPN,Maureen Marcano,GTX Plus Basic,Hatfan,Won,2017-03-14,2017-03-25,1019,FALSE,TRUE,11
TW6D3KT4,Maureen Marcano,MG Advanced,Blackzim,Won,2017-03-14,2017-05-12,2798,FALSE,TRUE,59
Z8RI8RLU,Moses Frase,GTX Basic,Streethex,Won,2017-03-14,2017-06-03,502,FALSE,TRUE,81
FT0L8HZZ,Moses Frase,MG Advanced,Isdom,Won,2017-03-14,2017-03-16,3323,FALSE,TRUE,2
E96ZTKHC,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-03-14,2017-03-17,542,FALSE,TRUE,3
RZ08GKZY,Zane Levy,GTX Pro,Faxquote,Won,2017-03-14,2017-05-22,5172,FALSE,TRUE,69
9U6RAS0M,Cassey Cress,GTX Basic,Umbrella Corporation,Won,2017-03-15,2017-03-31,538,FALSE,TRUE,16
3S31RHE5,Cassey Cress,GTX Pro,Betasoloin,Won,2017-03-15,2017-05-18,4497,FALSE,TRUE,64
GOM8T4Y4,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2017-03-15,2017-05-09,1178,FALSE,TRUE,55
7Z5AVSH6,Darcel Schlecht,GTX Pro,Treequote,Won,2017-03-15,2017-06-21,4969,FALSE,TRUE,98
E7OPE1O8,Darcel Schlecht,MG Special,Rangreen,Won,2017-03-15,2017-03-20,60,FALSE,TRUE,5
647E6ED0,Darcel Schlecht,MG Advanced,Dontechi,Won,2017-03-15,2017-06-05,2875,FALSE,TRUE,82
M9OTPNII,Garret Kinder,GTX Plus Pro,Donware,Won,2017-03-15,2017-05-20,6177,FALSE,TRUE,66
086279IX,Kary Hendrixson,GTX Pro,Kan-code,Won,2017-03-15,2017-06-14,4369,FALSE,TRUE,91
6EEC9HQQ,Kary Hendrixson,GTX Pro,Y-corporation,Won,2017-03-15,2017-05-21,4878,FALSE,TRUE,67
MHN0SWM2,Lajuana Vencill,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-15,2017-06-21,4527,FALSE,TRUE,98
IGELOJ42,Moses Frase,GTX Plus Pro,Cancity,Won,2017-03-15,2017-06-03,6102,FALSE,TRUE,80
0LMA8GMJ,Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,Won,2017-03-15,2017-05-10,4983,FALSE,TRUE,56
E40RN3MN,Versie Hillebrand,MG Special,Isdom,Won,2017-03-15,2017-03-25,47,FALSE,TRUE,10
093R7PK9,Vicki Laflamme,MG Special,Zoomit,Won,2017-03-15,2017-06-11,52,FALSE,TRUE,88
I8A9OXP2,Violet Mclelland,GTX Pro,Gekko & Co,Won,2017-03-15,2017-06-25,5031,FALSE,TRUE,102
7IFEKEMG,Violet Mclelland,MG Special,Bioplex,Won,2017-03-15,2017-06-06,53,FALSE,TRUE,83
K2KK9SW2,Anna Snelling,GTX Basic,Inity,Won,2017-03-16,2017-05-02,550,FALSE,TRUE,47
8SIG4C8X,Boris Faz,GTX Pro,Donquadtech,Won,2017-03-16,2017-06-06,5223,FALSE,TRUE,82
K4ETVW4H,Boris Faz,MG Special,Betasoloin,Won,2017-03-16,2017-05-12,53,FALSE,TRUE,57
YA2NDY1H,Cassey Cress,GTX Pro,Bluth Company,Won,2017-03-16,2017-05-17,4519,FALSE,TRUE,62
G6DYTQQE,Corliss Cosme,GTX Pro,Vehement Capital Partners,Won,2017-03-16,2017-06-01,4833,FALSE,TRUE,77
RZZ9K7UN,Daniell Hammack,GTX Plus Pro,Zencorporation,Won,2017-03-16,2017-06-29,5407,FALSE,TRUE,105
YZ9ZKK3P,Hayden Neloms,MG Special,Finjob,Won,2017-03-16,2017-05-08,56,FALSE,TRUE,53
E1921PBZ,Kary Hendrixson,GTX Basic,Finjob,Won,2017-03-16,2017-05-23,468,FALSE,TRUE,68
0E761F02,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-03-16,2017-05-02,579,FALSE,TRUE,47
HDBNC8W1,Lajuana Vencill,MG Advanced,Treequote,Won,2017-03-16,2017-06-11,3185,FALSE,TRUE,87
KP6NOWM7,Markita Hansen,MG Special,Cheers,Won,2017-03-16,2017-06-03,54,FALSE,TRUE,79
HPYLUU5P,Maureen Marcano,MG Special,Newex,Won,2017-03-16,2017-06-26,62,FALSE,TRUE,102
RSFYKC1F,Moses Frase,GTX Basic,Betatech,Won,2017-03-16,2017-06-25,619,FALSE,TRUE,101
CG65AS6X,Vicki Laflamme,GTX Pro,Xx-holding,Won,2017-03-16,2017-03-29,4408,FALSE,TRUE,13
9XV6GX8D,Zane Levy,GTX Basic,Cheers,Won,2017-03-16,2017-06-07,605,FALSE,TRUE,83
IDIMBX0N,Anna Snelling,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-17,2017-03-26,6064,FALSE,TRUE,9
W75XU368,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-17,2017-06-17,641,FALSE,TRUE,92
WIY2Q0Q5,Cassey Cress,GTX Basic,Vehement Capital Partners,Won,2017-03-17,2017-05-17,491,FALSE,TRUE,61
4PXSBQU8,Darcel Schlecht,MG Special,Codehow,Won,2017-03-17,2017-05-27,47,FALSE,TRUE,71
QRKHWNRB,Elease Gluck,MG Special,Faxquote,Won,2017-03-17,2017-06-25,63,FALSE,TRUE,100
1YGNHE69,Garret Kinder,MG Advanced,Sumace,Won,2017-03-17,2017-05-18,3291,FALSE,TRUE,62
TAEUD0HP,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-03-17,2017-06-10,1188,FALSE,TRUE,85
FCW4SAAP,Kary Hendrixson,GTX Basic,Scotfind,Won,2017-03-17,2017-06-11,478,FALSE,TRUE,86
DEH0MYSO,Kary Hendrixson,MG Special,Green-Plus,Won,2017-03-17,2017-05-24,60,FALSE,TRUE,68
PEVJ6O6R,Reed Clapper,GTX Pro,Silis,Won,2017-03-17,2017-03-27,4064,FALSE,TRUE,10
T02CX0BY,Reed Clapper,MG Advanced,Ontomedia,Won,2017-03-17,2017-03-31,2550,FALSE,TRUE,14
FHLNW3WH,Versie Hillebrand,MG Advanced,Statholdings,Won,2017-03-17,2017-06-21,3378,FALSE,TRUE,96
IAVMELUO,Wilburn Farren,GTX Pro,Gekko & Co,Won,2017-03-17,2017-05-30,6135,FALSE,TRUE,74
PRMMZX9O,Zane Levy,GTX Plus Basic,Newex,Won,2017-03-17,2017-06-02,999,FALSE,TRUE,77
ZZFES7ID,Zane Levy,MG Special,Singletechno,Won,2017-03-17,2017-06-05,52,FALSE,TRUE,80
VS0TWECS,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-18,2017-06-18,530,FALSE,TRUE,92
XN7EV14M,Cecily Lampkin,GTX Basic,Konmatfix,Won,2017-03-18,2017-05-09,538,FALSE,TRUE,52
P5BRH80Z,Cecily Lampkin,MG Special,Rundofase,Won,2017-03-18,2017-03-27,53,FALSE,TRUE,9
CQVDJR45,Darcel Schlecht,GTX Pro,Scottech,Won,2017-03-18,2017-06-12,5416,FALSE,TRUE,86
RW13VT8T,Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-03-18,2017-05-11,4995,FALSE,TRUE,54
87XTACKH,Jonathan Berthelot,GTX Plus Basic,Bioholding,Won,2017-03-18,2017-05-26,1137,FALSE,TRUE,69
0Z2CQ0MQ,Kami Bicknell,GTX Basic,Sonron,Won,2017-03-18,2017-03-28,453,FALSE,TRUE,10
4SK6YLB0,Kami Bicknell,GTX Plus Basic,Hottechi,Won,2017-03-18,2017-05-27,1065,FALSE,TRUE,70
EVVX3PQ5,Kami Bicknell,GTX Pro,Singletechno,Won,2017-03-18,2017-05-04,4373,FALSE,TRUE,47
9Y3JDP1B,Kami Bicknell,MG Advanced,Labdrill,Won,2017-03-18,2017-06-19,2560,FALSE,TRUE,93
COWC9H9T,Markita Hansen,GTX Plus Basic,Groovestreet,Won,2017-03-18,2017-03-31,1171,FALSE,TRUE,13
ZTHMJWYZ,Markita Hansen,MG Special,Konex,Won,2017-03-18,2017-06-22,53,FALSE,TRUE,96
MMGWAWBA,Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-03-18,2017-06-02,6553,FALSE,TRUE,76
8LPO6YCO,Marty Freudenburg,MG Advanced,Betatech,Won,2017-03-18,2017-05-07,3542,FALSE,TRUE,50
CDUIUYY2,Moses Frase,MG Advanced,Finhigh,Won,2017-03-18,2017-06-11,3619,FALSE,TRUE,85
9328IHHL,Wilburn Farren,MG Advanced,Bluth Company,Won,2017-03-18,2017-05-18,3589,FALSE,TRUE,61
ZFB7CBR6,Zane Levy,GTX Plus Pro,Plexzap,Won,2017-03-18,2017-05-13,6262,FALSE,TRUE,56
6RJE18RW,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-03-19,2017-03-24,1161,FALSE,TRUE,5
GK86H0SK,Cassey Cress,GTX Pro,Umbrella Corporation,Won,2017-03-19,2017-03-28,4975,FALSE,TRUE,9
QXU90OP8,Corliss Cosme,GTX Basic,Zotware,Won,2017-03-19,2017-03-22,586,FALSE,TRUE,3
NXXSU27K,Corliss Cosme,MG Special,The New York Inquirer,Won,2017-03-19,2017-03-25,41,FALSE,TRUE,6
06YL7WVJ,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-03-19,2017-03-21,929,FALSE,TRUE,2
K4Y8R0FX,Darcel Schlecht,MG Special,Streethex,Won,2017-03-19,2017-06-04,65,FALSE,TRUE,77
F8O0IY28,Donn Cantrell,GTX Basic,Zencorporation,Won,2017-03-19,2017-03-30,574,FALSE,TRUE,11
T0SEVT4K,Hayden Neloms,MG Advanced,Labdrill,Won,2017-03-19,2017-06-16,3028,FALSE,TRUE,89
36VPT9RZ,James Ascencio,GTX Basic,Singletechno,Won,2017-03-19,2017-03-26,403,FALSE,TRUE,7
7Q7SA3EK,Kami Bicknell,MG Advanced,Kan-code,Won,2017-03-19,2017-06-07,3290,FALSE,TRUE,80
B5CBSTM5,Kary Hendrixson,MG Advanced,Golddex,Won,2017-03-19,2017-03-29,3550,FALSE,TRUE,10
SNBYNW8H,Moses Frase,MG Advanced,Rangreen,Won,2017-03-19,2017-06-23,3657,FALSE,TRUE,96
IEN6RBZI,Reed Clapper,GTX Plus Basic,Zotware,Won,2017-03-19,2017-06-24,1046,FALSE,TRUE,97
9P026O47,Versie Hillebrand,MG Special,Warephase,Won,2017-03-19,2017-05-27,50,FALSE,TRUE,69
AJLNEUVY,Versie Hillebrand,MG Advanced,Funholding,Won,2017-03-19,2017-03-27,2871,FALSE,TRUE,8
LJIAOC0Q,Violet Mclelland,MG Special,Bioplex,Won,2017-03-19,2017-06-04,52,FALSE,TRUE,77
HP6DSCMH,Boris Faz,GTX Basic,Kan-code,Won,2017-03-20,2017-06-12,564,FALSE,TRUE,84
GGPSSI5Q,Daniell Hammack,MG Advanced,Ganjaflex,Won,2017-03-20,2017-06-02,3780,FALSE,TRUE,74
4D95LU0H,Darcel Schlecht,GTX Basic,dambase,Won,2017-03-20,2017-06-24,491,FALSE,TRUE,96
KA79LTFF,Darcel Schlecht,GTX Basic,Dontechi,Won,2017-03-20,2017-03-30,604,FALSE,TRUE,10
SGV1FR3O,Kami Bicknell,GTX Basic,Cheers,Won,2017-03-20,2017-06-23,568,FALSE,TRUE,95
TJ6U9HZ3,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-03-20,2017-06-24,601,FALSE,TRUE,96
JYE2QFGE,Niesha Huffines,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-20,2017-05-06,5616,FALSE,TRUE,47
QSBKLWSW,Violet Mclelland,GTX Basic,Opentech,Won,2017-03-20,2017-06-29,542,FALSE,TRUE,101
0GTJE2VQ,Wilburn Farren,GTX Basic,Gekko & Co,Won,2017-03-20,2017-06-14,497,FALSE,TRUE,86
H91G4MYP,Zane Levy,GTX Pro,J-Texon,Won,2017-03-20,2017-05-22,5443,FALSE,TRUE,63
DDBH2FPP,Anna Snelling,GTX Plus Basic,Rangreen,Won,2017-03-21,2017-06-16,1037,FALSE,TRUE,87
N8F2PFQP,Boris Faz,GTX Plus Basic,Betasoloin,Won,2017-03-21,2017-04-03,992,FALSE,TRUE,13
WELHHO3U,Cecily Lampkin,GTX Plus Basic,Stanredtax,Won,2017-03-21,2017-03-30,966,FALSE,TRUE,9
M1L0IWB6,Jonathan Berthelot,MG Advanced,Ron-tech,Won,2017-03-21,2017-05-11,3232,FALSE,TRUE,51
I2U6MKUT,Reed Clapper,GTX Basic,Ganjaflex,Won,2017-03-21,2017-05-29,548,FALSE,TRUE,69
ECOU1XXZ,Anna Snelling,MG Special,Ron-tech,Won,2017-03-22,2017-05-30,52,FALSE,TRUE,69
IJ4GXGCU,Darcel Schlecht,GTX Pro,Isdom,Won,2017-03-22,2017-03-30,5109,FALSE,TRUE,8
U0G8KIPB,Gladys Colclough,MG Special,Codehow,Won,2017-03-22,2017-06-21,49,FALSE,TRUE,91
TGW7OYMD,Kami Bicknell,GTX Basic,Kan-code,Won,2017-03-22,2017-06-25,447,FALSE,TRUE,95
XJ9RQU4K,Lajuana Vencill,MG Advanced,Isdom,Won,2017-03-22,2017-06-14,3430,FALSE,TRUE,84
TJXY9DQG,Reed Clapper,MG Advanced,Donquadtech,Won,2017-03-22,2017-06-10,3245,FALSE,TRUE,80
J712QVSG,Versie Hillebrand,MG Special,Ron-tech,Won,2017-03-22,2017-03-26,61,FALSE,TRUE,4
LCBVIPRA,Vicki Laflamme,MG Special,Golddex,Won,2017-03-22,2017-06-29,60,FALSE,TRUE,99
WNMF0OHM,Anna Snelling,GTX Plus Pro,dambase,Won,2017-03-23,2017-04-01,5060,FALSE,TRUE,9
7LNGJB3S,Cassey Cress,GTX Basic,Kan-code,Won,2017-03-23,2017-04-01,585,FALSE,TRUE,9
CRW2CCMB,Markita Hansen,GTX Basic,Nam-zim,Won,2017-03-23,2017-06-05,572,FALSE,TRUE,74
7FER10E1,Markita Hansen,MG Special,Golddex,Won,2017-03-23,2017-06-08,54,FALSE,TRUE,77
SE609QTE,Versie Hillebrand,MG Special,Stanredtax,Won,2017-03-23,2017-05-05,60,FALSE,TRUE,43
CT9XECID,Versie Hillebrand,MG Advanced,Zumgoity,Won,2017-03-23,2017-04-01,3251,FALSE,TRUE,9
SUO8VZQ8,Vicki Laflamme,GTX Plus Pro,Lexiqvolax,Won,2017-03-23,2017-06-14,5930,FALSE,TRUE,83
9LX9MAPU,Violet Mclelland,GTX Plus Basic,Mathtouch,Won,2017-03-23,2017-04-01,941,FALSE,TRUE,9
7XEB6TFB,Anna Snelling,MG Special,Scottech,Won,2017-03-24,2017-06-06,56,FALSE,TRUE,74
KV9LW061,Anna Snelling,MG Advanced,Codehow,Won,2017-03-24,2017-04-04,3445,FALSE,TRUE,11
8RZ1A49O,Cecily Lampkin,MG Special,Bioholding,Won,2017-03-24,2017-03-31,54,FALSE,TRUE,7
V4EKF9RF,Corliss Cosme,MG Advanced,Mathtouch,Won,2017-03-24,2017-03-31,3498,FALSE,TRUE,7
VJ1EK4A3,Daniell Hammack,GTX Basic,Vehement Capital Partners,Won,2017-03-24,2017-04-02,540,FALSE,TRUE,9
65B8HSTW,Daniell Hammack,GTX Pro,Gekko & Co,Won,2017-03-24,2017-04-02,4986,FALSE,TRUE,9
8PHJ7N4E,Darcel Schlecht,GTX Plus Pro,Domzoom,Won,2017-03-24,2017-05-15,5214,FALSE,TRUE,52
EDAJ0YEW,Darcel Schlecht,GTX Pro,Isdom,Won,2017-03-24,2017-03-30,4794,FALSE,TRUE,6
54JFGNXN,Lajuana Vencill,GTX Basic,Cancity,Won,2017-03-24,2017-05-27,648,FALSE,TRUE,64
WLXPA3LB,Lajuana Vencill,MG Advanced,Dontechi,Won,2017-03-24,2017-06-30,3040,FALSE,TRUE,98
3WQMBMSN,Marty Freudenburg,GTX Plus Basic,Treequote,Won,2017-03-24,2017-06-30,1185,FALSE,TRUE,98
XIKWT7HM,Marty Freudenburg,MG Special,Finhigh,Won,2017-03-24,2017-03-26,48,FALSE,TRUE,2
I51MJ7PP,Maureen Marcano,GTX Plus Basic,Cheers,Won,2017-03-24,2017-06-30,1021,FALSE,TRUE,98
V690FQG4,Maureen Marcano,GTX Plus Basic,Scotfind,Won,2017-03-24,2017-05-26,1264,FALSE,TRUE,63
JWRSTAU8,Moses Frase,GTX Basic,Ron-tech,Won,2017-03-24,2017-06-12,503,FALSE,TRUE,80
YYAZ4JBY,Reed Clapper,GTX Pro,Ganjaflex,Won,2017-03-24,2017-04-03,4440,FALSE,TRUE,10
4L36DJTM,Versie Hillebrand,MG Special,Rangreen,Won,2017-03-24,2017-04-02,52,FALSE,TRUE,9
J2B3UZXA,Violet Mclelland,GTX Basic,Gekko & Co,Won,2017-03-24,2017-03-26,499,FALSE,TRUE,2
KZKMLY96,Zane Levy,GTX Plus Basic,Condax,Won,2017-03-24,2017-03-29,1159,FALSE,TRUE,5
H6NJKV4F,Boris Faz,GTX Plus Pro,Betasoloin,Won,2017-03-25,2017-05-20,5479,FALSE,TRUE,56
L69Q015M,Daniell Hammack,GTX Pro,Zotware,Won,2017-03-25,2017-05-19,4555,FALSE,TRUE,55
JQ3HJFNA,Garret Kinder,GTX Plus Basic,Initech,Won,2017-03-25,2017-03-28,1026,FALSE,TRUE,3
XCC1C1GG,Gladys Colclough,GTX Basic,Stanredtax,Won,2017-03-25,2017-04-03,503,FALSE,TRUE,9
WI1HQSIS,Gladys Colclough,GTX Plus Basic,Streethex,Won,2017-03-25,2017-06-14,1144,FALSE,TRUE,81
LCTI4CFV,Gladys Colclough,MG Special,Genco Pura Olive Oil Company,Won,2017-03-25,2017-06-16,55,FALSE,TRUE,83
8GMDSXYY,Markita Hansen,MG Advanced,Kan-code,Won,2017-03-25,2017-04-06,3181,FALSE,TRUE,12
QLTDWAEM,Marty Freudenburg,MG Special,Scottech,Won,2017-03-25,2017-06-19,54,FALSE,TRUE,86
UB8M6I5R,Maureen Marcano,GTX Pro,Singletechno,Won,2017-03-25,2017-06-30,3959,FALSE,TRUE,97
EBTJPEEY,Niesha Huffines,GTX Basic,Streethex,Won,2017-03-25,2017-05-31,571,FALSE,TRUE,67
HRV9DSYF,Vicki Laflamme,GTX Basic,Blackzim,Won,2017-03-25,2017-04-03,545,FALSE,TRUE,9
MNC7Q3JJ,Vicki Laflamme,GTX Basic,Labdrill,Won,2017-03-25,2017-06-21,554,FALSE,TRUE,88
E3WWC6FJ,Violet Mclelland,MG Special,Yearin,Won,2017-03-25,2017-04-02,68,FALSE,TRUE,8
QKKZQJ46,Violet Mclelland,MG Special,Zencorporation,Won,2017-03-25,2017-06-16,52,FALSE,TRUE,83
Z72Y3C3C,Anna Snelling,MG Special,Dontechi,Won,2017-03-26,2017-04-04,54,FALSE,TRUE,9
FQPPZ9NQ,Cassey Cress,MG Advanced,Donware,Won,2017-03-26,2017-05-25,3822,FALSE,TRUE,60
DUHS8KVY,Daniell Hammack,GTX Plus Basic,The New York Inquirer,Won,2017-03-26,2017-04-05,971,FALSE,TRUE,10
M72CT8RN,Daniell Hammack,GTX Plus Pro,Donware,Won,2017-03-26,2017-04-05,6024,FALSE,TRUE,10
XBFTCRLN,Darcel Schlecht,GTX Pro,Stanredtax,Won,2017-03-26,2017-04-04,4820,FALSE,TRUE,9
