opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,account_missing,is_closed
7ODLTF4W,Elease Gluck,GTX Basic,J-Texon,Won,2017-04-14,2017-04-16,597,FALSE,TRUE
RUCPPMPY,Elease Gluck,MG Advanced,Zoomit,Won,2017-04-14,2017-06-16,3179,FALSE,TRUE
SJHD5TFA,Gladys Colclough,GTX Basic,Globex Corporation,Lost,2017-04-14,2017-06-16,0,FALSE,TRUE
2B0QVPBT,Gladys Colclough,MG Special,Stanredtax,Won,2017-04-14,2017-04-15,57,FALSE,TRUE
YIZ1VQ3U,Hayden Neloms,MG Advanced,Hottechi,Lost,2017-04-14,2017-04-15,0,FALSE,TRUE
FMNSL9TP,Hayden Neloms,MG Advanced,Scotfind,Won,2017-04-14,2017-04-24,2997,FALSE,TRUE
8ZU8D508,James Ascencio,GTX Basic,Faxquote,Won,2017-04-14,2017-05-29,545,FALSE,TRUE
NVDVFYGE,Jonathan Berthelot,GTX Basic,Zumgoity,Won,2017-04-14,2017-04-25,565,FALSE,TRUE
QQH0YV1W,Jonathan Berthelot,MG Special,Treequote,Won,2017-04-14,2017-04-24,54,FALSE,TRUE
ZVAZKWF3,Kami Bicknell,GTX Pro,Unknown Account,Engaging,2017-04-14,NA,NA,TRUE,FALSE
IUNX2OMX,Kami Bicknell,GTX Basic,J-Texon,Lost,2017-04-14,2017-04-15,0,FALSE,TRUE
6WODV6KD,Kami Bicknell,GTX Pro,Sunnamplex,Won,2017-04-14,2017-04-21,4991,FALSE,TRUE
6S2ABHZS,Markita Hansen,GTX Basic,Unknown Account,Engaging,2017-04-14,NA,NA,TRUE,FALSE
COM9RNBL,Markita Hansen,MG Special,Unknown Account,Engaging,2017-04-14,NA,NA,TRUE,FALSE
RTZFPWVN,Maureen Marcano,GTX Plus Pro,Hottechi,Lost,2017-04-14,2017-04-19,0,FALSE,TRUE
VYDCTUAU,Maureen Marcano,MG Advanced,Blackzim,Lost,2017-04-14,2017-04-16,0,FALSE,TRUE
KYFONJP5,Rosie Papadopoulos,GTX Pro,Silis,Won,2017-04-14,2017-06-16,5546,FALSE,TRUE
ANXSK3QV,Vicki Laflamme,MG Special,Hottechi,Won,2017-04-14,2017-04-20,59,FALSE,TRUE
7I6OHUE4,Anna Snelling,GTX Plus Basic,Statholdings,Lost,2017-04-15,2017-04-23,0,FALSE,TRUE
AY9NWO78,Anna Snelling,MG Special,Statholdings,Lost,2017-04-15,2017-04-20,0,FALSE,TRUE
BEP06EN5,Anna Snelling,GTX Plus Pro,Statholdings,Won,2017-04-15,2017-04-16,5082,FALSE,TRUE
8H95X3AP,Boris Faz,GTX Plus Pro,Iselectrics,Won,2017-04-15,2017-04-24,5293,FALSE,TRUE
P7LVKDC9,Cecily Lampkin,GTX Plus Basic,Hottechi,Won,2017-04-15,2017-06-27,1163,FALSE,TRUE
QRVHBQSF,Donn Cantrell,MG Special,Ganjaflex,Won,2017-04-15,2017-04-16,49,FALSE,TRUE
8KH8XJRE,Garret Kinder,MG Special,Donquadtech,Won,2017-04-15,2017-05-01,53,FALSE,TRUE
YZ4AIQQR,Gladys Colclough,MG Advanced,Betatech,Lost,2017-04-15,2017-04-16,0,FALSE,TRUE
R8CW1D6X,Gladys Colclough,MG Advanced,Gogozoom,Lost,2017-04-15,2017-06-12,0,FALSE,TRUE
68KYNPDQ,Hayden Neloms,GTX Plus Basic,Lexiqvolax,Lost,2017-04-15,2017-04-24,0,FALSE,TRUE
K6M3EX4O,Kami Bicknell,GTX Plus Basic,Unknown Account,Engaging,2017-04-15,NA,NA,TRUE,FALSE
9B0HGLRU,Kami Bicknell,GTX Basic,Fasehatice,Lost,2017-04-15,2017-04-21,0,FALSE,TRUE
LWPFQ1UA,Kary Hendrixson,GTX Basic,Unknown Account,Engaging,2017-04-15,NA,NA,TRUE,FALSE
TN59K8NP,Kary Hendrixson,GTX Basic,Sunnamplex,Lost,2017-04-15,2017-08-07,0,FALSE,TRUE
3OBMD08T,Moses Frase,MG Advanced,Codehow,Lost,2017-04-15,2017-04-17,0,FALSE,TRUE
5FWBETTO,Versie Hillebrand,MG Advanced,Finhigh,Won,2017-04-15,2017-05-19,3641,FALSE,TRUE
ANRCHVJM,Violet Mclelland,MG Special,Plusstrip,Engaging,2017-04-15,NA,NA,FALSE,FALSE
UDTQF84C,Violet Mclelland,GTX Basic,Condax,Lost,2017-04-15,2017-04-17,0,FALSE,TRUE
35IRGXY3,Zane Levy,GTX Basic,Condax,Won,2017-04-15,2017-05-23,501,FALSE,TRUE
YHRVQVPV,Zane Levy,GTX Plus Pro,Konex,Won,2017-04-15,2017-04-20,4687,FALSE,TRUE
0PGJNCD7,Anna Snelling,GTX Basic,dambase,Won,2017-04-16,2017-06-23,626,FALSE,TRUE
7X7YIWJO,Anna Snelling,GTX Basic,Finhigh,Won,2017-04-16,2017-08-03,489,FALSE,TRUE
2IO3IJPO,Cassey Cress,GTX Pro,Zencorporation,Won,2017-04-16,2017-04-27,4852,FALSE,TRUE
WCSJBX3N,Cecily Lampkin,MG Advanced,Warephase,Lost,2017-04-16,2017-06-28,0,FALSE,TRUE
FCNYDFK3,Daniell Hammack,GTX Plus Basic,Bubba Gump,Won,2017-04-16,2017-06-06,1192,FALSE,TRUE
3Y26MZHI,Daniell Hammack,GTX Pro,Donquadtech,Won,2017-04-16,2017-04-17,5104,FALSE,TRUE
P0BMLVSL,Darcel Schlecht,GTX Pro,Codehow,Won,2017-04-16,2017-08-09,5820,FALSE,TRUE
QK5BW61U,Donn Cantrell,MG Advanced,Acme Corporation,Won,2017-04-16,2017-08-05,3012,FALSE,TRUE
J3SZACNW,Garret Kinder,GTX Plus Pro,Sumace,Lost,2017-04-16,2017-04-22,0,FALSE,TRUE
5SNTPPOV,Garret Kinder,GTX Pro,Mathtouch,Lost,2017-04-16,2017-04-18,0,FALSE,TRUE
D7F2AWWW,Garret Kinder,GTX Pro,Konex,Won,2017-04-16,2017-04-23,3930,FALSE,TRUE
FUL5V96O,Gladys Colclough,GTX Plus Basic,Domzoom,Won,2017-04-16,2017-04-22,1055,FALSE,TRUE
BWIWI1PC,Hayden Neloms,MG Advanced,Blackzim,Lost,2017-04-16,2017-04-22,0,FALSE,TRUE
GYBIACTC,Jonathan Berthelot,GTX Basic,Scottech,Won,2017-04-16,2017-04-24,538,FALSE,TRUE
VD6BP6T2,Jonathan Berthelot,MG Special,Domzoom,Won,2017-04-16,2017-04-23,68,FALSE,TRUE
10AEGW41,Kary Hendrixson,GTX Pro,Unknown Account,Engaging,2017-04-16,NA,NA,TRUE,FALSE
QA9XE19H,Kary Hendrixson,MG Advanced,Newex,Lost,2017-04-16,2017-04-23,0,FALSE,TRUE
8ZYPSX66,Maureen Marcano,GTX Basic,Newex,Won,2017-04-16,2017-04-28,572,FALSE,TRUE
0AN86YDG,Maureen Marcano,GTX Plus Basic,Groovestreet,Won,2017-04-16,2017-04-24,1234,FALSE,TRUE
VKXZ36VE,Moses Frase,GTX Basic,Ron-tech,Lost,2017-04-16,2017-04-18,0,FALSE,TRUE
OJYFSZ2O,Versie Hillebrand,MG Special,Isdom,Lost,2017-04-16,2017-04-17,0,FALSE,TRUE
6G6ZCKSB,Vicki Laflamme,GTX Pro,Unknown Account,Engaging,2017-04-16,NA,NA,TRUE,FALSE
YGL1F8K1,Vicki Laflamme,MG Special,Plusstrip,Won,2017-04-16,2017-05-04,56,FALSE,TRUE
C1WGTTYF,Violet Mclelland,MG Special,Zathunicon,Lost,2017-04-16,2017-05-03,0,FALSE,TRUE
1OZWGQK9,Zane Levy,MG Special,Doncon,Lost,2017-04-16,2017-04-25,0,FALSE,TRUE
EXICVP8C,Anna Snelling,MG Special,Warephase,Won,2017-04-17,2017-04-26,52,FALSE,TRUE
DLXFY70W,Anna Snelling,MG Advanced,Codehow,Won,2017-04-17,2017-04-24,3668,FALSE,TRUE
GO7UM9AV,Boris Faz,GTX Basic,Plussunin,Lost,2017-04-17,2017-04-19,0,FALSE,TRUE
F5ITRBMX,Boris Faz,MG Advanced,Zotware,Won,2017-04-17,2017-08-04,3138,FALSE,TRUE
8KFFRJSS,Cecily Lampkin,MG Special,Conecom,Lost,2017-04-17,2017-04-19,0,FALSE,TRUE
38VRB2P1,Corliss Cosme,GTX Basic,Ontomedia,Lost,2017-04-17,2017-04-18,0,FALSE,TRUE
9CGD5QSZ,Corliss Cosme,GTX Basic,Zencorporation,Lost,2017-04-17,2017-04-21,0,FALSE,TRUE
UPZRAO84,Corliss Cosme,GTX Pro,Iselectrics,Won,2017-04-17,2017-06-01,5032,FALSE,TRUE
BPCWRG9P,Daniell Hammack,GTX Plus Basic,Plussunin,Won,2017-04-17,2017-04-20,1310,FALSE,TRUE
JE5085VJ,Daniell Hammack,GTX Plus Pro,Mathtouch,Won,2017-04-17,2017-06-27,5076,FALSE,TRUE
P5MLWDXX,Daniell Hammack,MG Advanced,Vehement Capital Partners,Won,2017-04-17,2017-06-19,3641,FALSE,TRUE
IJ7AUTVC,Darcel Schlecht,GTX Pro,Conecom,Lost,2017-04-17,2017-04-18,0,FALSE,TRUE
84T104O7,Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-04-17,2017-04-25,1170,FALSE,TRUE
0GXXCA37,Darcel Schlecht,GTX Pro,Domzoom,Won,2017-04-17,2017-05-01,4226,FALSE,TRUE
GACPNKGI,Elease Gluck,MG Special,Unknown Account,Engaging,2017-04-17,NA,NA,TRUE,FALSE
9PCWAYWC,Elease Gluck,MG Advanced,Green-Plus,Lost,2017-04-17,2017-04-18,0,FALSE,TRUE
OJ0C7S3T,Gladys Colclough,GTX Pro,Genco Pura Olive Oil Company,Won,2017-04-17,2017-04-24,4784,FALSE,TRUE
3VMC6PGJ,Hayden Neloms,GTX Plus Basic,Faxquote,Lost,2017-04-17,2017-04-25,0,FALSE,TRUE
E2MWXGNG,Hayden Neloms,MG Advanced,Blackzim,Lost,2017-04-17,2017-04-19,0,FALSE,TRUE
E4082SMQ,James Ascencio,GTX Basic,Unknown Account,Engaging,2017-04-17,NA,NA,TRUE,FALSE
QZ2E9TSL,James Ascencio,MG Advanced,Golddex,Lost,2017-04-17,2017-08-12,0,FALSE,TRUE
L3AYCTGW,James Ascencio,GTX Pro,Goodsilron,Won,2017-04-17,2017-04-24,5451,FALSE,TRUE
IZ02GW0R,Kami Bicknell,GTX Basic,Faxquote,Won,2017-04-17,2017-04-19,527,FALSE,TRUE
LSVGDJ1A,Kary Hendrixson,GTX Plus Pro,Unknown Account,Engaging,2017-04-17,NA,NA,TRUE,FALSE
2LSNRT4U,Kary Hendrixson,GTX Pro,Unknown Account,Engaging,2017-04-17,NA,NA,TRUE,FALSE
5AI9WG6M,Kary Hendrixson,GTX Plus Pro,Y-corporation,Lost,2017-04-17,2017-04-25,0,FALSE,TRUE
Q1DFFYB5,Kary Hendrixson,GTX Plus Pro,Y-corporation,Lost,2017-04-17,2017-04-19,0,FALSE,TRUE
XWZG5VPL,Kary Hendrixson,GTX Pro,Scotfind,Lost,2017-04-17,2017-04-18,0,FALSE,TRUE
30FHAEJZ,Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,2017-04-17,2017-04-19,5408,FALSE,TRUE
AZOXWEKL,Lajuana Vencill,GTX Plus Basic,Conecom,Lost,2017-04-17,2017-05-02,0,FALSE,TRUE
2NKZR4IM,Lajuana Vencill,GTX Plus Pro,Isdom,Lost,2017-04-17,2017-04-24,0,FALSE,TRUE
3PPB3Q04,Lajuana Vencill,MG Special,Konmatfix,Won,2017-04-17,2017-06-23,48,FALSE,TRUE
C9330YF1,Markita Hansen,GTX Basic,Blackzim,Engaging,2017-04-17,NA,NA,FALSE,FALSE
610UUEAG,Markita Hansen,GTX Basic,Plexzap,Won,2017-04-17,2017-04-24,527,FALSE,TRUE
FIYSM4E1,Marty Freudenburg,GTX Plus Basic,dambase,Won,2017-04-17,2017-04-23,1160,FALSE,TRUE
BCUR8B2A,Niesha Huffines,GTX Basic,Inity,Won,2017-04-17,2017-06-06,491,FALSE,TRUE
8PGDRAH2,Reed Clapper,GTX Basic,Umbrella Corporation,Won,2017-04-17,2017-04-19,555,FALSE,TRUE
QD8F0CI6,Rosalina Dieter,GTX Basic,Unknown Account,Engaging,2017-04-17,NA,NA,TRUE,FALSE
7K0S2P6K,Rosalina Dieter,GTX Pro,Unknown Account,Engaging,2017-04-17,NA,NA,TRUE,FALSE
G1C9IG0T,Rosalina Dieter,MG Special,Lexiqvolax,Lost,2017-04-17,2017-04-27,0,FALSE,TRUE
G4B4Z525,Versie Hillebrand,MG Special,Isdom,Won,2017-04-17,2017-04-23,62,FALSE,TRUE
J9SE3QJD,Violet Mclelland,MG Special,Ganjaflex,Lost,2017-04-17,2017-04-26,0,FALSE,TRUE
JORFI81C,Violet Mclelland,MG Special,Konex,Won,2017-04-17,2017-04-25,56,FALSE,TRUE
GET2JILL,Wilburn Farren,MG Advanced,The New York Inquirer,Won,2017-04-17,2017-04-23,3490,FALSE,TRUE
E3HJPDFZ,Zane Levy,GTX Pro,Y-corporation,Lost,2017-04-17,2017-06-24,0,FALSE,TRUE
Q22714T0,Anna Snelling,MG Special,Betatech,Lost,2017-04-18,2017-04-24,0,FALSE,TRUE
FCGE8U5M,Anna Snelling,MG Special,Betatech,Won,2017-04-18,2017-04-25,51,FALSE,TRUE
ROQBT7TM,Anna Snelling,MG Special,Condax,Won,2017-04-18,2017-06-20,54,FALSE,TRUE
WLFLY0BD,Anna Snelling,MG Special,Conecom,Won,2017-04-18,2017-04-27,56,FALSE,TRUE
8S649LDO,Boris Faz,GTX Pro,Kan-code,Lost,2017-04-18,2017-05-27,0,FALSE,TRUE
JR7SC0S2,Cassey Cress,MG Advanced,Gekko & Co,Won,2017-04-18,2017-08-04,3808,FALSE,TRUE
MFGCEDXE,Corliss Cosme,GTX Plus Pro,Yearin,Lost,2017-04-18,2017-05-04,0,FALSE,TRUE
Y9Y4TXD9,Corliss Cosme,MG Advanced,Konex,Won,2017-04-18,2017-05-03,3041,FALSE,TRUE
ZKOGIB6R,Donn Cantrell,GTX Basic,Xx-zobam,Lost,2017-04-18,2017-04-25,0,FALSE,TRUE
DJMPI9TO,Elease Gluck,GTK 500,Xx-zobam,Engaging,2017-04-18,NA,NA,FALSE,FALSE
Z353E8FR,Garret Kinder,MG Advanced,Condax,Lost,2017-04-18,2017-04-30,0,FALSE,TRUE
IKJSXBY0,Gladys Colclough,GTX Pro,Isdom,Lost,2017-04-18,2017-05-04,0,FALSE,TRUE
5SYJS0HS,Hayden Neloms,GTX Plus Pro,Goodsilron,Lost,2017-04-18,2017-04-23,0,FALSE,TRUE
U6XJRWV8,James Ascencio,MG Advanced,Unknown Account,Engaging,2017-04-18,NA,NA,TRUE,FALSE
UXOQQR39,James Ascencio,GTX Plus Basic,Golddex,Lost,2017-04-18,2017-04-20,0,FALSE,TRUE
J5DF2ZO1,James Ascencio,MG Special,Kan-code,Won,2017-04-18,2017-04-29,44,FALSE,TRUE
HGF361RQ,Kami Bicknell,GTX Plus Pro,Xx-holding,Lost,2017-04-18,2017-04-24,0,FALSE,TRUE
9B8SPYAF,Kami Bicknell,GTX Basic,Doncon,Won,2017-04-18,2017-04-24,552,FALSE,TRUE
BYF6ABTZ,Kary Hendrixson,GTX Plus Pro,Opentech,Engaging,2017-04-18,NA,NA,FALSE,FALSE
VTLI5HIE,Kary Hendrixson,GTX Basic,Newex,Won,2017-04-18,2017-04-26,474,FALSE,TRUE
N60UJ28O,Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,2017-04-18,2017-04-22,1158,FALSE,TRUE
R102IPTH,Kary Hendrixson,GTX Plus Pro,Faxquote,Won,2017-04-18,2017-04-19,5839,FALSE,TRUE
C9O4E52T,Kary Hendrixson,GTX Pro,Singletechno,Won,2017-04-18,2017-08-06,4554,FALSE,TRUE
CJP7LWRK,Kary Hendrixson,GTX Pro,Xx-holding,Won,2017-04-18,2017-04-24,5078,FALSE,TRUE
NHE1CETW,Lajuana Vencill,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-04-18,2017-04-26,0,FALSE,TRUE
1O1GVZEU,Markita Hansen,GTX Basic,Cheers,Won,2017-04-18,2017-06-04,561,FALSE,TRUE
K8LRZ95S,Maureen Marcano,GTX Plus Basic,Unknown Account,Engaging,2017-04-18,NA,NA,TRUE,FALSE
2OQB2KPY,Maureen Marcano,GTX Plus Basic,Finjob,Lost,2017-04-18,2017-04-22,0,FALSE,TRUE
KK4VW0ZM,Niesha Huffines,MG Advanced,Ron-tech,Lost,2017-04-18,2017-05-22,0,FALSE,TRUE
JHLG51ZI,Niesha Huffines,MG Advanced,Inity,Won,2017-04-18,2017-04-19,3392,FALSE,TRUE
Q8BZ3PC9,Rosie Papadopoulos,GTX Plus Pro,Unknown Account,Engaging,2017-04-18,NA,NA,TRUE,FALSE
49ZS7GTS,Vicki Laflamme,MG Special,Unknown Account,Engaging,2017-04-18,NA,NA,TRUE,FALSE
M857G6G1,Vicki Laflamme,MG Advanced,Unknown Account,Engaging,2017-04-18,NA,NA,TRUE,FALSE
TS4CB9TH,Vicki Laflamme,GTX Pro,Fasehatice,Won,2017-04-18,2017-04-20,5040,FALSE,TRUE
5K0ZFCVO,Violet Mclelland,MG Special,Unknown Account,Engaging,2017-04-18,NA,NA,TRUE,FALSE
6AEVX11M,Violet Mclelland,MG Special,Unknown Account,Engaging,2017-04-18,NA,NA,TRUE,FALSE
BH40KWV5,Zane Levy,GTX Pro,Goodsilron,Lost,2017-04-18,2017-04-24,0,FALSE,TRUE
MMVHAEI3,Zane Levy,MG Advanced,Rantouch,Lost,2017-04-18,2017-04-25,0,FALSE,TRUE
PGRIPWHY,Zane Levy,GTX Plus Pro,Sonron,Won,2017-04-18,2017-04-25,5853,FALSE,TRUE
0VXUZU7P,Anna Snelling,MG Special,Scottech,Won,2017-04-19,2017-04-25,49,FALSE,TRUE
WGETO859,Boris Faz,GTX Basic,Unknown Account,Engaging,2017-04-19,NA,NA,TRUE,FALSE
7B21SGQ8,Boris Faz,GTX Plus Basic,Gekko & Co,Won,2017-04-19,2017-04-29,1080,FALSE,TRUE
I6TVFB6J,Cecily Lampkin,GTX Basic,Genco Pura Olive Oil Company,Lost,2017-04-19,2017-04-28,0,FALSE,TRUE
PHAFVDFO,Cecily Lampkin,MG Special,Konmatfix,Won,2017-04-19,2017-04-20,55,FALSE,TRUE
CTWSDG4U,Corliss Cosme,GTX Basic,Unknown Account,Engaging,2017-04-19,NA,NA,TRUE,FALSE
I6O855AE,Daniell Hammack,GTX Plus Basic,Acme Corporation,Won,2017-04-19,2017-05-22,1282,FALSE,TRUE
OUIK8VX3,Elease Gluck,GTK 500,Lexiqvolax,Won,2017-04-19,2017-04-20,23746,FALSE,TRUE
RYO875D0,Garret Kinder,GTX Basic,Massive Dynamic,Lost,2017-04-19,2017-04-28,0,FALSE,TRUE
0EYXI1UN,Hayden Neloms,MG Advanced,Unknown Account,Engaging,2017-04-19,NA,NA,TRUE,FALSE
O5S6WEM7,James Ascencio,GTX Basic,Doncon,Lost,2017-04-19,2017-05-01,0,FALSE,TRUE
DJ2FHO68,Kami Bicknell,GTX Basic,Golddex,Lost,2017-04-19,2017-08-16,0,FALSE,TRUE
5LHNRZD3,Lajuana Vencill,MG Advanced,Streethex,Lost,2017-04-19,2017-04-21,0,FALSE,TRUE
URIKPDOJ,Maureen Marcano,GTX Plus Basic,Cheers,Lost,2017-04-19,2017-04-27,0,FALSE,TRUE
U1J4YN0I,Niesha Huffines,GTX Basic,Cancity,Lost,2017-04-19,2017-04-21,0,FALSE,TRUE
QBUJF4I7,Reed Clapper,MG Special,Opentech,Lost,2017-04-19,2017-04-20,0,FALSE,TRUE
99QIJAAP,Reed Clapper,MG Special,Opentech,Won,2017-04-19,2017-04-27,61,FALSE,TRUE
K127AFNP,Rosalina Dieter,MG Special,J-Texon,Lost,2017-04-19,2017-04-30,0,FALSE,TRUE
4K7PRO1B,Rosalina Dieter,GTX Basic,Goodsilron,Won,2017-04-19,2017-04-28,600,FALSE,TRUE
XOVYPE58,Rosie Papadopoulos,GTX Pro,Betasoloin,Engaging,2017-04-19,NA,NA,FALSE,FALSE
AYB7DWUH,Rosie Papadopoulos,GTX Plus Pro,Opentech,Won,2017-04-19,2017-04-20,5805,FALSE,TRUE
6CKXLPAR,Versie Hillebrand,MG Special,Hottechi,Won,2017-04-19,2017-06-27,58,FALSE,TRUE
FQ2F717F,Versie Hillebrand,MG Special,Scottech,Won,2017-04-19,2017-08-03,52,FALSE,TRUE
2SBP68CP,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-04-19,2017-04-21,0,FALSE,TRUE
S2MSQIXP,Zane Levy,GTX Basic,Hottechi,Engaging,2017-04-19,NA,NA,FALSE,FALSE
LPGOTIM2,Boris Faz,MG Special,Silis,Won,2017-04-20,2017-06-16,55,FALSE,TRUE
LW8485Y2,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-04-20,2017-08-10,1161,FALSE,TRUE
UKLAKXP2,Cassey Cress,GTX Pro,Plussunin,Won,2017-04-20,2017-04-25,5091,FALSE,TRUE
4LLWRSBJ,Cassey Cress,MG Special,Donquadtech,Won,2017-04-20,2017-04-22,59,FALSE,TRUE
YYJILFBU,Corliss Cosme,GTX Plus Pro,Plussunin,Lost,2017-04-20,2017-05-01,0,FALSE,TRUE
AWVSWBQV,Daniell Hammack,GTX Basic,Ontomedia,Lost,2017-04-20,2017-04-22,0,FALSE,TRUE
VORZHQ40,Darcel Schlecht,GTX Pro,Gogozoom,Lost,2017-04-20,2017-04-30,0,FALSE,TRUE
5QD09R7U,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-04-20,2017-04-28,549,FALSE,TRUE
ETISD84I,Donn Cantrell,GTX Plus Basic,Zathunicon,Lost,2017-04-20,2017-04-24,0,FALSE,TRUE
K0T5LJ3E,Elease Gluck,GTK 500,Plexzap,Won,2017-04-20,2017-06-28,24949,FALSE,TRUE
D5YLWCFW,Gladys Colclough,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-04-20,2017-05-02,0,FALSE,TRUE
ZALE38AC,James Ascencio,GTX Pro,Newex,Lost,2017-04-20,2017-05-09,0,FALSE,TRUE
T7MVQ9SX,James Ascencio,GTX Plus Pro,Fasehatice,Won,2017-04-20,2017-05-02,4985,FALSE,TRUE
GTEFJL6U,Jonathan Berthelot,GTX Basic,Toughzap,Lost,2017-04-20,2017-04-22,0,FALSE,TRUE
D7MYDHMF,Jonathan Berthelot,GTX Basic,Conecom,Won,2017-04-20,2017-04-29,657,FALSE,TRUE
XAE858UJ,Jonathan Berthelot,GTX Basic,Streethex,Won,2017-04-20,2017-06-30,628,FALSE,TRUE
WTCU9X9M,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-04-20,2017-06-15,1183,FALSE,TRUE
0IF5FH68,Jonathan Berthelot,GTX Plus Pro,Domzoom,Won,2017-04-20,2017-08-03,5203,FALSE,TRUE
QUGPSHY8,Jonathan Berthelot,MG Special,Gogozoom,Won,2017-04-20,2017-04-27,56,FALSE,TRUE
C32E4E1D,Kami Bicknell,MG Special,Unknown Account,Engaging,2017-04-20,NA,NA,TRUE,FALSE
QNFO4GX8,Kami Bicknell,GTX Basic,Blackzim,Won,2017-04-20,2017-04-28,502,FALSE,TRUE
U2HYH97X,Kary Hendrixson,GTX Basic,Unknown Account,Engaging,2017-04-20,NA,NA,TRUE,FALSE
H1NFMTJ4,Kary Hendrixson,GTX Basic,Xx-holding,Won,2017-04-20,2017-06-25,527,FALSE,TRUE
AUJ21SKT,Markita Hansen,MG Special,Xx-holding,Lost,2017-04-20,2017-04-21,0,FALSE,TRUE
XIXNILOP,Marty Freudenburg,MG Special,Finhigh,Won,2017-04-20,2017-04-28,64,FALSE,TRUE
M645P7NW,Maureen Marcano,GTX Basic,Scotfind,Won,2017-04-20,2017-04-27,579,FALSE,TRUE
UPAGB68Z,Maureen Marcano,GTX Plus Pro,Lexiqvolax,Won,2017-04-20,2017-04-30,5958,FALSE,TRUE
7TCCYDR3,Maureen Marcano,GTX Pro,Scotfind,Won,2017-04-20,2017-05-27,4543,FALSE,TRUE
H5662N5X,Moses Frase,GTX Basic,Inity,Lost,2017-04-20,2017-04-22,0,FALSE,TRUE
07BT6PBZ,Moses Frase,MG Special,Treequote,Won,2017-04-20,2017-05-02,58,FALSE,TRUE
N7FJ13VQ,Reed Clapper,GTX Plus Basic,Plussunin,Lost,2017-04-20,2017-04-21,0,FALSE,TRUE
9UYDTR0R,Reed Clapper,GTX Plus Pro,Vehement Capital Partners,Lost,2017-04-20,2017-04-27,0,FALSE,TRUE
JOLRMB6X,Rosie Papadopoulos,GTX Plus Basic,Betasoloin,Won,2017-04-20,2017-06-24,1036,FALSE,TRUE
K8DHOJWM,Versie Hillebrand,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-04-20,2017-04-27,4878,FALSE,TRUE
NKBIYNK5,Vicki Laflamme,GTX Basic,Faxquote,Lost,2017-04-20,2017-04-28,0,FALSE,TRUE
8MXI6J6N,Anna Snelling,GTX Plus Basic,Streethex,Lost,2017-04-21,2017-05-05,0,FALSE,TRUE
MRWHJE9P,Cassey Cress,GTX Plus Basic,Unknown Account,Engaging,2017-04-21,NA,NA,TRUE,FALSE
HRLYABOS,Cassey Cress,GTX Plus Basic,Bubba Gump,Won,2017-04-21,2017-08-21,1033,FALSE,TRUE
BTLXFPUB,Daniell Hammack,GTX Plus Pro,Zathunicon,Won,2017-04-21,2017-06-12,5343,FALSE,TRUE
W7GVZL28,Darcel Schlecht,GTX Plus Basic,Conecom,Lost,2017-04-21,2017-04-30,0,FALSE,TRUE
HK1JJKQL,Darcel Schlecht,GTX Pro,Stanredtax,Lost,2017-04-21,2017-04-27,0,FALSE,TRUE
D5TGHX3Y,Darcel Schlecht,GTX Pro,Stanredtax,Lost,2017-04-21,2017-08-10,0,FALSE,TRUE
HBXLK0B6,Darcel Schlecht,MG Advanced,Finhigh,Won,2017-04-21,2017-04-26,3269,FALSE,TRUE
PZ6TGFY6,Donn Cantrell,GTX Basic,Silis,Lost,2017-04-21,2017-05-07,0,FALSE,TRUE
ETADSAC3,Donn Cantrell,GTX Pro,Acme Corporation,Won,2017-04-21,2017-04-27,4605,FALSE,TRUE
8W206MO5,Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-04-21,2017-06-12,4908,FALSE,TRUE
Z9SY11HK,Hayden Neloms,MG Advanced,Labdrill,Won,2017-04-21,2017-04-30,3303,FALSE,TRUE
6YIW81M9,Jonathan Berthelot,MG Advanced,dambase,Lost,2017-04-21,2017-04-22,0,FALSE,TRUE
0XI051FP,Jonathan Berthelot,MG Advanced,Ron-tech,Lost,2017-04-21,2017-05-02,0,FALSE,TRUE
TBPGQYF8,Jonathan Berthelot,MG Special,Streethex,Won,2017-04-21,2017-04-22,55,FALSE,TRUE
7CC38V2J,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2017-04-21,2017-06-29,531,FALSE,TRUE
PC2V729V,Kami Bicknell,GTX Basic,Newex,Won,2017-04-21,2017-05-04,557,FALSE,TRUE
7AOZ2F9R,Lajuana Vencill,GTX Basic,Hottechi,Won,2017-04-21,2017-06-12,489,FALSE,TRUE
7I7BZHHT,Marty Freudenburg,MG Advanced,Scottech,Lost,2017-04-21,2017-05-29,0,FALSE,TRUE
79DYTU8Y,Moses Frase,MG Special,Streethex,Won,2017-04-21,2017-05-06,60,FALSE,TRUE
V4HYSJS2,Reed Clapper,MG Advanced,Betasoloin,Won,2017-04-21,2017-06-04,2887,FALSE,TRUE
1L6M83Q5,Reed Clapper,MG Advanced,Donware,Won,2017-04-21,2017-05-02,3214,FALSE,TRUE
